dialog_act,utterance
request,what is la margheritas address
inform,mediterranean food
inform,european food
null,noise
inform,any part of town
null,noise
inform,creative food
inform,i need a restaurant in the center of town that includes international food
request,and the phone number
inform,can i have the venusian food
request,what is the phone number
inform,i want to find a moderately priced restaurant that serves canapes food
request,whats the address
reqalts,what about chinese food
inform,it does not matter
thankyou,thank you good bye
request,phone number
inform,south town
null,noise
request,what is the phone number
inform,i dont care
request,phone number
request,can i have the address
thankyou,thank you good bye
inform,kosher food
confirm,is it moderately priced
request,address
request,okay what is the address
request,whats the address noise
request,whats the address
inform,indian
request,whats the address
affirm,yes
inform,spanish food
inform,yea im looking for a restaurant that serves basque food
inform,a restaurant south part of town
inform,what about other parts of town
request,what is the address
request,uh can i have the address
bye,good bye
confirm,does it serve canapes food
confirm,does it serve gastropub
bye,good bye
request,address phone number postcode
confirm,is it moderately priced
null,sil
request,what is the address
request,phone number
thankyou,thank you
thankyou,thank you good bye
reqalts,how about any part of town
request,what area
affirm,yes
thankyou,thank you good bye
reqalts,how about portuguese food
inform,expensive
thankyou,thank you good bye
request,what is its phone number
request,the address
reqalts,anything else
null,noise
null,what
request,the address
null,noise
request,i want to know the phone number
inform,can i have a cheap restaurant
thankyou,thank you good bye
null,um what
inform,portuguese food
reqalts,how about chinese food
reqalts,can i have another option
thankyou,thank you good bye
inform,a restaurant with afghan food
reqalts,are there any barbecue restaurants
negate,no thai
bye,okay thank you and good bye
inform,i need to find one in the south part of town
inform,cheap restaurant gastropub
thankyou,thank you good bye
thankyou,thank you good bye
negate,no
thankyou,thank you goodbye
inform,south
null,um
null,unintelligible
inform,im looking for a cheap restaurant in the west part of town
request,what is the phone number
request,and whats their phone number
inform,i want something in the south part of town
repeat,can you repeat that
request,phone number
request,what area
inform,i would like korean food
request,phone number
reqalts,how about british
null,sil
reqalts,how about portuguese
request,what is the phone number and address
reqalts,how about european food
inform,i dont care
confirm,is it moderately priced
request,address
null,sil
inform,i dont care
thankyou,thank you good bye
reqalts,how about indian food
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town that serves
reqalts,is there anything else
inform,any
reqalts,how about british food
inform,im looking for an expensive restaurant with venetian food
null,noise
null,im looking
reqalts,can i try another one
reqalts,anything else
request,post code
request,and the postal code
inform,im looking for an expensive restaurant
thankyou,thank you good bye
inform,east
null,sil
inform,and asian
thankyou,thank you goodbye
inform,im looking for singaporean food
request,address
inform,modern european
request,whats the address
null,just a moment
inform,asian
request,area
request,address
inform,south
inform,im looking for a moderately priced restaurant that serves european food
thankyou,thank you good bye
inform,how bout asian oriental
null,sil
thankyou,thank you good bye
inform,north
request,may i get the address phone number and price
inform,expensive restaurant
inform,i would like steakhouse food
request,can i get post code
inform,danish
inform,cheap
thankyou,thank you good bye
inform,i need a moderately priced restaurant in the north part of town
null,sil
inform,im looking for a restaurant that serves japanese food
thankyou,thank you good bye
inform,i dont care
inform,i would like to find a moderately priced restaurant
thankyou,thank you good bye
thankyou,thank you good bye
request,address phone number and area
null,noise
request,phone number
inform,i want a moderately priced restaurant in the north town
inform,eritrean
inform,any
inform,the east part
thankyou,thank you good bye
thankyou,thank you good bye
reqalts,how about mediterranean food
thankyou,thank you good bye
inform,moderate
request,breath price range
request,post code
inform,i dont care
reqalts,how about korean food
request,what is the phone number
inform,expensive restaurant it should serve persian food
request,no thats post code
affirm,yes
inform,moderately priced
inform,french
inform,east
thankyou,thank you good bye
null,what is the
inform,any area
inform,i dont care
request,phone number
bye,ooh thank you good bye
thankyou,thank you good bye
inform,french food
null,sil
affirm,yes
inform,i want a french restaurant that serves expensive food
affirm,right
null,sil
inform,kosher
inform,gastropub
inform,the center
inform,gastropub
negate,no im looking for thai food
bye,good bye
affirm,yes id like a restaurant in the east part of town that serves indian food
inform,it doesnt matter i need the north part of town
request,what type of food
inform,cheap restaurant
request,post code
null,unintelligible
reqalts,how about chinese food
null,noise
thankyou,thank you good bye
inform,any part of town
thankyou,thank you good bye
inform,vietnamese
request,whats the price range
null,noise
reqalts,what about vietnamese food
request,address
thankyou,thank you good bye
inform,looking for a moderately priced restaurant in the east part of town
inform,id like a restaurant in the north part of town serving indian food
negate,no chinese
request,and what area is it
inform,a restaurant in the west part of town should serve crossover food
inform,any
reqalts,how about korean food
thankyou,thank you good bye
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town that serves indian food
inform,center
inform,west area
inform,any
thankyou,thank you good bye
inform,missing sock
request,address and phone number
inform,looking for caribbean food
request,can i get the address
inform,im looking for asian oriental food
inform,im looking for an expensive restaurant and it should be east part of town
request,phone number
null,noise
inform,traditional food
thankyou,thank you good bye
request,what is the address and phone number
reqalts,how about chinese food
inform,dont care
request,whats the phone number
inform,afghan
thankyou,thank you good bye
request,and the phone number
request,whats the address
request,what is the address
inform,and the north
request,what is the address
inform,anything
request,area
request,phone number
thankyou,thank you good bye
request,whats the price range
request,what is the address
request,can i get the address and phone number
inform,dont care
inform,vegetarian
request,whats the address
request,what is the address phone number and post code
affirm,yes
null,sil
inform,hungarian
inform,catalonia food
thankyou,thank you good bye
inform,id like thai food
request,can i have the phone number
request,and what area of town is it in
request,whats the address
request,phone number
request,whats the phone whats the phone number
inform,im looking for a moderately priced restaurant that serves
inform,japanese food
affirm,yes can i have can i get swedish food in any area
request,price range
request,may i get the address
inform,with scottish food
null,unintelligible
inform,chinese food
thankyou,thank you good bye
inform,any type of food is okay
null,noise
inform,i want a cheap restaurant that serves italian food
inform,noise restaurant west part of town danish food
request,part of town
inform,the center
inform,dont care
request,whats the phone number
thankyou,thank you good bye
negate,no
request,whats the address
inform,im looking for a pan asian food in the south of town
request,and what is the post code
thankyou,thank you goodbye
inform,is there an indian restaurant in the south of town
inform,i dont care
affirm,yes
request,what is the phone number
request,what is the price range
inform,west part of town
inform,vietnamese food
inform,mediterranean food
request,the phone number
reqalts,how about vietnamese
affirm,yes
inform,vietnamese
inform,indian food west part of town
inform,i am looking for a moderately priced restaurant in the south part of town
inform,in the center
inform,italian restaurant
request,phone number
inform,turkish
inform,dont care
thankyou,thank you good bye
request,breath curry prince address
inform,cough im looking for expensive danish food
inform,cheap restaurant in the west part of town
inform,im looking at a cheap restaurant and it should be
request,may i have a phone number and postcode
affirm,yeah do you have thai food
inform,french type of food
thankyou,thank you good bye
inform,expensive restaurant south part of town
confirm,does it serve canapes food
affirm,yes
request,can i get the address and phone number
thankyou,thank you good bye
inform,expensive
request,what is the address
inform,expensive restaurant in the east
request,uh whats the address
null,sil
inform,could i have a restaurant that serves turkish food
inform,cheap restaurant in the south part of town
thankyou,thank you good bye
reqalts,how about spanish
inform,doesnt matter
ack,okay um
request,phone number
inform,moderately priced restaurant
confirm,is it in the center
thankyou,thank you goodbye
inform,cheap
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
inform,im looking for a spanish restaurant
hello,hi im looking for a restaurant in the west part of town that serves baskaye food
reqalts,what about chinese food
inform,any
inform,singapore
request,sounds good whats the address
request,thats fine whats the address
thankyou,thank you good bye
inform,chinese food
request,phone number
request,whats the phone number
inform,im looking for a restaurant in the south part of town that serves greek food
inform,id like a restaurant in the north part of town that serves cross over food
inform,vietnamese food
reqalts,what about chinese
thankyou,thank you good bye
request,whats the address
reqalts,anything else
inform,north
request,and the type of food
inform,modern european food
inform,im looking for a restaurant in the west part of town
inform,north
request,may i have the address
thankyou,thank you good bye
inform,any
request,and the phone number please
thankyou,thank you goodbye
inform,thai
reqalts,is there anything else
inform,it does not matter
thankyou,thank you good bye
affirm,yes
request,can i have the phone number and the price range
request,address
inform,center area
thankyou,thank you good bye
bye,bye
thankyou,thank you good bye
thankyou,thank you good bye
request,may i have the address and phone number
request,phone number
request,whats the postcode
request,what is the address
request,whats the phone number
thankyou,thank you good bye
affirm,yeah
inform,spanish food
reqalts,anything else
inform,expensive
request,and what area is it in
inform,korean food type
reqalts,anything else
inform,south
inform,portuguese
inform,id like a moderately priced restaurant in the east part of town
thankyou,thank you good bye
reqalts,anything else
affirm,right
thankyou,thank you good bye
inform,im looking for a restaurant that serves gastropub food
request,whats the price range
thankyou,thank you good bye
inform,italian food
bye,good bye
inform,in the center
request,phone number
inform,thai food
inform,west part of town
request,phone number
inform,dont care
negate,no thank you goodbye
request,and the phone number
request,what is the phone number
inform,i would like to find a moderately priced restaurant in the east part of
inform,i dont care
inform,im looking for cheap food
affirm,yes
bye,thanks good bye
affirm,yes
inform,gastropub food
request,what is the phone number
inform,british
thankyou,thank you good bye
request,address
request,post code
thankyou,thank you good bye
null,noise
null,sil
thankyou,thank you good bye
negate,no
inform,im looking for a japanese restaurant in the east part
hello,hi im looking for a moderately priced restaurant
inform,greek food
inform,south part
negate,no
request,what is the phone number
request,and the phone number
reqalts,is there anything else
negate,no
request,can i have the address
affirm,yes
reqalts,how about asian oriental
thankyou,thank you good bye
request,phone number
request,what kind of food
thankyou,thank you goodbye
inform,im looking for an expensive restaurant and it should
affirm,yes
inform,cheap
request,whats the address and phone number
inform,any kind
inform,australian
affirm,right
null,noise
inform,in the center
request,can i have the address
request,can i get the address
thankyou,thank you good bye
inform,british food
inform,dont care
reqalts,is there anything else
request,could you repeat the name
bye,okay bye
request,what is the phone number
request,phone number
inform,i am looking for an expensive restaurant that serves australian food
reqalts,how about british food
inform,spanish food any area
bye,good bye
affirm,yes
request,phone number
inform,traditional food
request,phone number
null,unintelligible
null,whats the ph
thankyou,thank you good bye
inform,im looking for an expensive restaurant serving kitalian food
inform,it doesnt matter
inform,indian
request,phone number
inform,how bout che italian food
request,address
affirm,yes
inform,indian
request,phone number and post code
inform,doesnt matter west part of town
inform,let me get some world food and i dont care about the price range
inform,european food
inform,cheap
request,can i get the phone number
thankyou,thank you goodbye
inform,it doesnt matter
inform,any
inform,cuban food
thankyou,thank you good bye
reqalts,i dont care is there anything else
inform,any price range
request,phone number
inform,i need a restaurant serving chinese food
inform,english food
inform,i dont care
inform,moderately
thankyou,thank you good bye
inform,italian food cheap restaurant
reqalts,how about chinese food
thankyou,thank you good bye
thankyou,thank you good bye
null,um hm
null,cough
request,phone number
reqalts,how bout indian food
thankyou,thank you good bye
inform,i want a cheap restaurant that serves european food
inform,a moderately priced restaurant in the south part of town
request,phone number
request,whats the address
inform,i need chinese food
request,whats their address
confirm,is it expensive
inform,im looking for a moderately priced restaurant in the north part of town
inform,in any area
request,okay and what area is that
thankyou,thank you good bye
request,post code
inform,does not matter
thankyou,thank you good bye
inform,any price range
null,noise
thankyou,water cherries thank you good bye
inform,restaurant in the north part of town serv
request,price range
affirm,yes
thankyou,thank you
request,whats the address
inform,im looking for a restaurant in the north part of town serving lebanese food
thankyou,thank you good bye
deny,wrong
inform,european
inform,any
hello,hi im looking for a restaurant that serves irish food
thankyou,thank you good bye
bye,alright thank you good bye
thankyou,thank you good bye
inform,west
inform,east
thankyou,thank you good bye
request,thats fine can i get their phone number please
inform,im looking for a restaurant in the south part
confirm,do they serve korean food
inform,spanish food
affirm,yeah
affirm,yes
bye,good bye
request,can i have the address please
request,may i have the phone number
request,and what type of food do they serve
inform,id like a moderately priced restaurant that serves
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,and the price range
reqalts,how about international food
thankyou,thank you good bye
affirm,yes
null,noise
request,phone number
request,address
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yea
hello,hello
thankyou,thank you good bye
inform,something serving swiss food
inform,west
null,noise
request,phone number
thankyou,thank you goodbye
inform,african
request,type of food
inform,corsica food
inform,north
inform,south part
request,what is the address
inform,west part of town
request,can i get the phone number
affirm,yea
request,can i get the phone number
confirm,is it in the north part of tow
request,address
inform,i need a cheap restaurant that serves international food
request,phone number
inform,swedish food expensive
inform,it doesnt matter
inform,italian
thankyou,thank you good bye
null,sil
request,area
request,can i get the phone number
request,what kind of food does it serve
request,what is the phone number
inform,east
inform,does not matter
null,number
reqalts,what about thai
inform,asian oriental food in the north part of town
reqalts,how about british food
inform,i dont care
inform,vietnam
thankyou,thank you good bye
inform,north part of town
negate,no
inform,any type of food
inform,south
thankyou,thank you good bye
inform,the east part of town
thankyou,thank you good bye
inform,moderate
affirm,yes
reqalts,is there anything else
inform,expensive restaurant
inform,south
thankyou,thank you good bye
affirm,yes
thankyou,thank you good bye
inform,north part of town serving canapes food
request,address and phone number
negate,no
inform,moderate price
request,what is the phone number
inform,moderate
request,type of food does it serve
thankyou,thank you good bye
affirm,yes
thankyou,thank you good bye
inform,any
thankyou,thank you good bye
thankyou,thank you good bye
request,address
thankyou,thank you good bye
inform,chinese food
null,unintelligible
request,address
inform,indian food
inform,japanese food
inform,cantonese
hello,hello
request,whats the address
inform,turkish
inform,east
inform,chinese food
inform,im looking for a restaurant in the south part of town
inform,asian oriental
null,sil
null,noise
request,whats its address
reqalts,how about chinese
inform,any price range
inform,dont care
inform,cheap
reqalts,okay how about thai food
negate,no im looking
request,phone number
thankyou,thank you good bye
inform,vietnamese food
request,can i have the phone number
thankyou,thank you good bye
inform,uh im looking for a moderately priced restaurant
inform,serving turkish food
request,what is the address
inform,it doesnt matter
request,what is the phone number
thankyou,thank you good bye
inform,looking for a moderately priced restaurant in the south part of
inform,asian oriental
thankyou,thank you good bye
request,phone
inform,i would like a cheap restaurant in the south part of town
null,unintelligible
inform,i dont care
inform,i dont care
thankyou,thank you good bye
request,what is the address and phone number
request,phone number
negate,no
inform,i dont care
request,okay whats the phone number
thankyou,thank you goodbye
inform,north part of town
request,what is the address
inform,serves british food
request,and the phone number
inform,id like a cheap restaurant in the east part of town
affirm,yes
request,uh i want the address of the or the address of the mediterranean food part
request,phone number
inform,im looking for a moderately priced restaurant that serves polish food
null,noise
affirm,yes
inform,looking for a sea food restaurant
bye,bye
affirm,yes
null,unintelligible
inform,south part of town
null,noise
request,what is the price range
inform,world food
inform,i am looking for belgium food
inform,european
negate,no air tran food
thankyou,thank you
request,can i get the address and phone number
reqalts,um how about chinese food in the south part of town
request,what is the area
request,and the phone number
null,i would like
request,whats the address and phone number
inform,i need a cheap restaurant in the west part of town
request,post code
request,uh whats the address
inform,gastropub
inform,cheap food
thankyou,thank you good bye
inform,moderate
request,the address
request,what is the address
null,freakin
thankyou,thank you good bye
inform,tuscan food
reqalts,how about european food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,any area
request,what is the phone number and address
thankyou,thank you good bye
inform,dont care
reqalts,how about chinese
inform,like a restaurant that serves asian oriental
request,and their address
request,whats their address
inform,cuban
negate,no
request,whats the address
inform,gastro pub
bye,good bye
inform,cheap
request,whats the phone number
reqalts,okay uh how about a bristish
request,whats the phone number
inform,um chinese food
inform,can i get swedish food
request,address
inform,im looking for an expensive restaurant
inform,i dont care
bye,good bye
affirm,yes
request,phone number
affirm,yes
thankyou,thank you good bye
request,whats the address and phone number
request,whats the phone number
inform,danish food in the center of town
thankyou,thank you goodbye
thankyou,thank you good bye
request,address
inform,british
request,whats their address
inform,east
inform,i need an expensive restaurant in the east part of town
inform,chinese
inform,south part of town
inform,moderate
null,unintelligible
inform,traditional
request,whats the address
request,whats its post code
request,post code
request,and whats the phone number
request,phone number
null,sil
thankyou,thank you good bye
inform,im looking for a restaurant in the south part of town and it should serve chinese food
inform,vietnamese food
thankyou,thank you good bye
reqalts,how about vietnamese food
negate,no danish food
inform,any
inform,i want some british food
inform,anything cheap
request,phone number
request,may i have the address and post code
request,address
inform,im looking for a restaurant in the north part of town
inform,uh the centre
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap
inform,cheap
reqalts,anything else
inform,im looking for a restaurant in the east part of town
null,sil
inform,west part of town
inform,id like to find a spanish restaurant in the center
inform,dont care
request,what part of town
thankyou,thank you good bye
affirm,yes
request,phone number
inform,in the west
affirm,yes italian food
inform,tuscan food
deny,i dont want vietnamese food
inform,any area
inform,mexican
confirm,do they serve sea food
inform,mediterranean
request,what type of food does it serve
inform,can i have french food in the center
inform,id like a restaurant in
inform,italian
request,address phone number and post code
thankyou,thank you good bye
request,address
request,okay and uh how about the phone number
request,phone number
inform,it doesnt matter
inform,uh id like steakhouse food
inform,any
inform,south
inform,greek food in the moderate
negate,not
null,sil
inform,i dont care
thankyou,thank you good bye
thankyou,thank you good bye
inform,gastro pub food
inform,it doesnt matter
request,what is the area
thankyou,thank you good bye
reqalts,is there a restaurant serving italian food
inform,any type
thankyou,thank you good bye
null,unintelligible
request,what is the post co
inform,greek food
request,address
request,phone number
inform,anything
request,price range
thankyou,thank you good bye
inform,i dont care
inform,i dont care
request,address
inform,find cheap restaurant in south part of town
inform,cheap
inform,im looking for a restaurant in the center serving russian food
inform,okay um well how bout portuguese
thankyou,thank you good bye
request,can i have their address and phone number
inform,uh anywhere
reqalts,anything else
null,noise
inform,i am searching for a restaurant in the center that serves
thankyou,thank you good bye
affirm,yea
inform,what does rice house
inform,malaysian restaurant
affirm,yes
inform,moderately priced
inform,south
inform,any price range
null,laugh
inform,moderately priced restaurant
request,type of food
inform,not chinese food thai food
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
inform,i need a restaurant in the north
null,im looking
request,kind i have the address
reqalts,how about a restaurant that serves thai food
request,what is the phone number
thankyou,thank you good bye
request,type of food
inform,im looking for portuguese food
request,what is the address
null,and can
request,address
reqalts,how about north american food
thankyou,okay thank you good bye
request,what is the address and post code
inform,mexican food
inform,center
inform,asian oriental food
thankyou,thank you good bye
null,sil
inform,moderately priced any foo
null,unintelligent
request,whats the address
reqalts,okay how about french
request,address
inform,east
thankyou,thank you good bye
inform,i need jamaican food
inform,chinese food
thankyou,thank you good bye
inform,west part of town
thankyou,thank you good bye
reqalts,how about thai food
inform,west
thankyou,thank you good bye
thankyou,thank you good bye
inform,south
request,can i have the address and the price range
inform,cuban food
thankyou,thank you good bye
null,old
null,noise
affirm,ah yes can i get ah expensive restaurant in the south part of town
inform,id like a moderately priced restaurant that serves
inform,im looking for a cheap restaurant in the north part of town
inform,expensive
null,noise
inform,a cheap
request,what is the address
affirm,yes
thankyou,thank you good bye
affirm,yes
inform,it doesnt matter
restart,start over
thankyou,thank you
inform,expensive
null,oh
confirm,does it serve christmas food
thankyou,thank you goodbye
request,their address
inform,i want a restaurant in the north
request,phone number
inform,it doesnt matter
request,whats the address
thankyou,thank you goodbye
request,price range
inform,indian food
inform,moderate price range
inform,noise i want to find a restaurant that serve french food
inform,cheap price range
request,can i get the address
inform,it should serve belgian food
inform,moderate priced restaurant in the north part of town
thankyou,thank you good bye
inform,doesnt matter
inform,moderate eur
affirm,yea
null,sil
reqalts,is there anything else
thankyou,thank you good bye
request,what is the address and phone number
inform,expensive
request,address phone number
inform,im looking for a moderately priced restaurant in the west part of town
thankyou,thank you goodbye
negate,no
reqalts,how about chinese
request,okay i need the phone number and address
inform,um is there one selling indian
thankyou,thank you good bye
reqalts,next
inform,indian
request,and the phone number
inform,eritrean food noise
inform,im looking for a restaurant in the south part of town that serves
inform,um surprise me
null,sil
inform,south part of town
inform,modern european
inform,im looking for a moderately priced restaurant in the north part of town
request,what part of town is it located
inform,european
request,phone number
inform,chinese food
request,type of food
request,what is the address and phone number
inform,doesnt matter
request,address
inform,chinese food
inform,korean
request,phone number
request,address
request,address
reqalts,how about mediterranean
request,okay and whats the phone number
reqalts,how about turkish
inform,i dont care
request,what is the post code
inform,indian food
request,phone number
inform,austrian food
inform,vietnamese
request,and the phone number okay
inform,sea food restaurant
inform,north american food
inform,im looking for singaporean food
inform,west
thankyou,thank you good bye
request,can i get a address
affirm,yes
null,sil
inform,spanish
reqalts,anything else
inform,french
affirm,yes
null,noise
reqalts,anything else
request,whats the post code
inform,west part of town moderately priced
inform,expensive
request,phone number
null,noise
inform,i dont care
inform,mediterranean
inform,moderate
inform,any kind
bye,bye
affirm,yes
inform,i would like to find a moderately priced
thankyou,thank you good bye
inform,i dont care
inform,christmas food
null,sil
inform,in the west
reqalts,what about chinese type food
thankyou,thank you good bye
inform,cheap restaurant
inform,dont care
reqalts,how about west
inform,looking for romanian food in the center of town
inform,international food
inform,south
inform,north
inform,i dont care
request,what is the phone number
request,address
inform,moderately
inform,id like a cheap restaurant in the south part of town
inform,cheap restaurant west part of town
inform,spanish
thankyou,thank you good bye
request,okay what is their address
thankyou,thank you good bye
inform,find restaurant in south of town serving international f
inform,dont care
null,noise
inform,gastropub
inform,thai food
inform,im looking for a cheap restaurant in west part of town
confirm,is it serving portuguese food
inform,dont care
request,whats the phone number
affirm,yes
request,what is their address
affirm,yes in the west part of town
request,phone
request,what is the address
negate,no
inform,east part of town
thankyou,thank you good bye
request,address
bye,okay thank you and good bye
thankyou,thank you good bye
ack,okay um
inform,i dont care
affirm,yes
null,noise
request,address
thankyou,thank you good bye
request,phone number to that
null,make a suggestion
negate,no
inform,is there any that serve european food
null,unintelligible
request,may i have the address
inform,portuguese
bye,good bye
inform,any price range
inform,chinese food
affirm,yes
negate,no
inform,cheap price range
request,post code
thankyou,thank you good bye
inform,id like an expensive restaurant that serves bat food
thankyou,thank you good bye
reqalts,how about singaporean food
request,what is the post code
inform,i dont care
null,unintelligible
request,what is the phone number
inform,the south part of
inform,thai food
inform,anything
request,and the phone number
negate,no
affirm,right
request,whats the phone number
request,phone
request,what is the address
request,phone number
inform,i dont care
request,what is the phone number
affirm,yes
thankyou,thank you good bye
thankyou,thank you good bye
request,address
inform,how bout i italian food
confirm,is it expensive
reqalts,anything else
thankyou,thank you good bye
inform,mexican food
inform,cantonese
affirm,uh yes
null,breathing
reqalts,how about portuguese food
inform,expensive
inform,italian food
inform,im looking for a moderately priced restaurant that serves
inform,polynesian food
inform,gastropub
inform,what about kosher food
thankyou,thank you good bye
inform,cheap
request,telephone number
inform,im looking for meditteranian
request,phone number
request,what is the address and price range
inform,asian food
inform,food
thankyou,thank you good bye
thankyou,breath thank you goodbye
request,and can i get the address
inform,i need a cheap restaurant in the south part of town
inform,was that in the east part of town west part of town
inform,chinese
reqalts,anything else
thankyou,thank you good bye
inform,dont care
inform,moderate
inform,moderate
inform,im looking for a restaurant in the north part of town
thankyou,thank you good bye
inform,i dont care but i want it to be in the east part of town
inform,indian type of food
request,what is the address and type of food
inform,looking for a restaurant in any area that serves mediterranean
inform,a moderately priced restaurant that serves
thankyou,thank you good bye
inform,danish food in the south part of town
thankyou,thank you good bye
inform,moderate
reqalts,anything else
request,what is the phone number and type of food
request,what is the type of food
inform,any type of food
reqalts,how about chinese food
request,noise phone number
inform,seafood
request,whats the phone number
thankyou,thank you good bye
null,i would like a
thankyou,thank you good bye
request,and the price range
inform,it doesnt matter
request,whats the phone number
request,whats the address
inform,are their any other restaurants that serve turkish food
null,sil
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
reqalts,anything else
inform,i dont care
request,address phone number
request,and the phone number
inform,can i have a cheap restaurant in the south part of town
bye,okay thank you and good bye
request,whats the address
inform,that serves cuban food
request,could i have its phone number
reqalts,anything else
request,phone number
inform,i want a cheap restaurant in the south part of town
request,okay whats the address for that
request,post code
affirm,yes
request,address
inform,west
inform,expensive restaurant in the south
null,noise
null,sil
inform,british food
inform,i would like a moderately priced restaurant serving african food
affirm,yes
inform,i dont care
inform,south
affirm,yes
inform,im looking for a cheap spanish restaurant
inform,of the restaurant please
inform,noise french food
inform,im looking for eritrean food
inform,european food
inform,im looking for a cheap restaurant that sells welsh
thankyou,thank you good bye
inform,im looking for a cheap restaurant that serves jamaican food
request,may i have the post code
null,unintelligible
hello,hi
thankyou,thank you good bye
inform,any area
request,whats the address
inform,south
inform,how bout european
null,noise
inform,im looking for asian oriental type food
request,address
null,how about unintelligible
inform,mediterranean
affirm,yeah
inform,im looking for a restaurant that serves vegetarian food
inform,moderately priced
inform,vietnamese food
inform,i dont care
inform,south
request,phone number
inform,i want a moderately priced restaurant
thankyou,thank you good bye
request,and the phone number
reqalts,how about vietnamese food
request,and a phone number
inform,it doesnt matter
inform,moderately
inform,can i have a cheap restaurant
thankyou,thank you good bye
request,address
inform,european food
inform,french food
inform,i do not care
request,what is the address
request,type of food do they serve
inform,cheap
affirm,yes can i have a moderate priced restaurant
null,cant
null,noise
inform,west part of town moderatley price
reqalts,anything else
request,address
inform,dont care
request,what type of food do they serve
inform,portuguese food
null,noise
request,address and phone number
inform,any
thankyou,thank you
reqalts,is there anything else
bye,good bye
inform,i want to find a restaurant in the center and it should serve vietnamese food
inform,expensive
inform,im looking for a moderately priced restaurant in the north
request,and for good luck what is the post code
inform,im looking for a moderately priced restaurant in the north part of town
request,whats the phone number
affirm,yes indian food
affirm,yes
thankyou,thank you good bye
null,noise
inform,in the west part
hello,hello
negate,no
inform,any area
inform,indian food
request,price range address phone number
request,and the area
request,uh price range
inform,moderate
thankyou,thank you good bye
thankyou,thank you good bye
inform,swedish
inform,are there any that serve vietnamese food
request,address
request,the phone number
inform,italian
thankyou,thank you good bye
inform,indian food
null,sil
thankyou,thank you good bye
thankyou,thank you good bye
null,noise
null,cannabis
request,the phone number
inform,im looking for a expensive restaurant in the east part of town
request,what is their address
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town
request,type of food
reqalts,how about indian food
inform,doesnt matter
reqalts,is there anything else
request,phone number
inform,im looking for an expensive restaurant in the east part of town
affirm,yes
inform,vietnamese type of food
inform,east
request,whats their address
thankyou,thank you good bye
null,uh
request,how about the phone number
request,what is the address
thankyou,thank you good bye
request,what is the address
inform,expensive
request,breath may i have the phone number and address please
request,phone number
inform,center
request,whats the address
request,part of town
request,address
negate,no
null,okay
affirm,yes
inform,im looking for a restaurant in any area that serves welsh food
inform,im looking for a chinese restaurant
reqalts,how about indian food
request,and the post code
inform,how bout chinese food
inform,singaporean food
request,phone number
reqalts,do you have anything else
inform,center
reqalts,anything else
thankyou,thank you good bye
inform,romanian food
thankyou,thank you good bye
inform,im looking for a restaurant that serves vietnamese food
request,phone number
inform,cheap unintelligible food
reqalts,how about one serving jamaican food
thankyou,thank you good bye
thankyou,thank you good bye
request,and the telephone number
null,noise
null,i want to know
inform,im looking for a restaurant in the north part of town that serves korean food
request,can i have the phone number
null,sil
request,phone number
reqalts,anything else
inform,looking for a moderately priced restaurant that serves tuscan food
affirm,yes
inform,catalan food north part of town
inform,north
affirm,yes id like to find a cheap restaurant in the north part of town
request,phone number
reqalts,how about a chinese restaurant
request,whats the address
confirm,okay is that an expensive restaurant
inform,noise anything expensive
inform,moderate
request,phone number
inform,irish food
request,can i have the address phone number and
inform,modern european
inform,moderate
thankyou,thank you good bye
inform,looking for a restaurant in the center that serves
reqalts,anything else
thankyou,thank you
request,can i have the address
inform,food
affirm,yes
thankyou,thank you good bye
request,what is the phone number
affirm,yes
request,uh what is its address
request,okay and uh whats the address
inform,north
inform,i dont care
request,price range
reqalts,do you have anything else
null,sil
inform,any kind
inform,steakhouse
inform,im looking for a moderately priced restaurant in the south of town
request,whats the phone number
request,address
thankyou,thank you good bye
request,and their phone number
null,noise
thankyou,okay thank you good bye
null,um
affirm,yes
inform,chinese in the south part of town
request,okay what is the phone number
thankyou,thank you
null,noise
request,can i have their phone number please
request,the address
inform,expensive
reqalts,what about thai food
inform,west part of town cheap
inform,lebanese
inform,vietnamese
request,what is the price range
inform,expensive
inform,i dont care
inform,halal
inform,a restaurant in the east part of town serving indian food
inform,expensive restaurant south part of town
inform,i dont care
reqalts,how about modern european
request,phone number
inform,any range
inform,north part of town
negate,no goodbye thank you
thankyou,thank you good bye
thankyou,thank you good bye
inform,any area
confirm,does it serve endonesian
negate,no
request,id like the phone number of the restaurant you just told me
inform,moroccon
null,unintelligible
request,what is the address
inform,food type
inform,im looking for an expensive restaurant serving vegetarian food
request,what price range
inform,chinese
request,and the phone number again
bye,good bye
inform,indian
affirm,yes
request,what is the address
inform,i am looking for a restaurant in the moderate price range that serves russian
request,whats the phone number
inform,moderate
inform,dont care
inform,uh cheap moderate
null,system
