dialog_act,utterance
inform,i dont care about price
inform,i want to find a moderately priced restaurant in the south part of time
reqalts,can i get the next one
request,can i get the phone number and address
inform,id like a barbecue restaurant
reqalts,uh how about italian food
request,can i have the address phone number and postal code
inform,i am looking for a moderately priced restaurant and it should
reqalts,what about swedish
inform,cheap restaurant serving scandinavian food
thankyou,thank you thank you goodbye
inform,unusual food
inform,lebanese
request,okay what type of food is that
request,okay please give me the phone number
inform,id like a restaurant in south part of town that serves japanese
thankyou,okay thank you bye
inform,german
inform,persian restaurant in the north part of town
null,find
inform,a cheap restaurant in the west part of town
bye,ooh thank you good bye
null,tape
inform,cheap restaurant barbecue food
inform,lebanese restaurant in the west part of town
inform,im looking for a moderately priced resturant in the east part of town
inform,international type of food
inform,irish
inform,can i have a mexican restaurant
request,okay and whats the phone number
negate,no chinese
null,knocking
inform,i need asian how bout asian food
request,what is its address phone number and area
inform,sea food restaurant
inform,id like to find a restaurant serving crossover food
reqalts,how about a korean restaurant
inform,traditional
request,and what about the phone number
inform,i want to find a restaurant in the east part of town
reqalts,is there a restaurant that serves indian food
request,okay how about the phone number
affirm,yes south part of town
reqalts,i dont want that give me another spanish choice
inform,i would like to find an expensive restaurant that serves corsica food
inform,any kind in the east part of town
request,and mail postal code
null,serves
inform,india
inform,free food
null,whats the code
reqalts,breath how about portuguese food
inform,im looking for a moderately priced restaurant and it should serve polynesian food
inform,portugeuse
null,both
request,could i have the uh address and post code please
inform,a restaurant in any area
hello,hi looking for a moderately priced restaurant
negate,uh no oh
inform,i would like a cheap restaurant
inform,um asian oriental restaurant
confirm,is it cheap
inform,i want to find a cheap restaurant and it should be in the north part of
inform,i need to find an expensive restaurant in the south park of town
inform,uh im looking for a moderately priced restaurant
inform,i need a restaurant in the east part of town
request,okay can i get the phone number
inform,irish food
inform,i would like to find a moderately priced restaurant and it should
bye,good thank you good bye
inform,yes uh turkish food in my area
request,what is there address
thankyou,thank you goodb
inform,expensive restaurant that serves afghan food
inform,i would like to find a moderately priced restaurant and it should be in the east part of town
inform,im looking for a restaurant in the north part of town and it should serve
inform,looking for persian food
inform,the restaurant
inform,i want the center of town
negate,breath no unusual food
inform,im looking for an expensive restaurant in the east part of t
request,whats its post code
inform,id like a restaurant in any area
request,i would like to know the phone number
inform,im looking for a moderately priced restaurant that serves christmas food
inform,i am looking fora restaurant that should serve
thankyou,and i think thatll do it thank you good bye
inform,you said expensive
inform,cheap restaurant in the west part of town
request,address phone number and postcode
inform,a restaurant in the east part of town that serves caribbean food
inform,in the moderately price range
inform,japanese
inform,a restaurant in the west part of town should serve crossover food
inform,im looking for singaporean food
inform,gastro pub food
inform,im looking for a restaurant in the south part of town and it should serve chinese food
thankyou,breath thank you very much goodbye
reqalts,is there anything else besides golden wok
inform,im looking for a restaurant in the north part of town that serves thai food
ack,kay
inform,can i have moderately priced restaurant
inform,tuscan food
inform,im looking for international
inform,it does not matter
negate,no there is no such venue how about portuguese food
inform,place that serves portuguese food
request,okay good whats the address for that one
inform,im looking for an expensive restaurant serving english food
inform,im looking for a restaurant in the center of town that serves russian food
inform,austria asian food
inform,i want to find an expensive restaurant in the east part of town
request,address phone number price range
inform,find a restaurant serving cuban food
request,okay whats the address for that
inform,thai food
confirm,does it serve chinese food
affirm,yes danish food
inform,i would like vietnamese food
request,can i get the address and phone number
reqalts,what about portuguese food
confirm,does it serve cuban food
inform,i want modern european
reqalts,is there anything else in the medium price range
negate,breath no malaysian food
null,whats the promo code
inform,it doesnt matter
inform,looking for austrian food in the center of town
inform,im looking for a cheap restaurant with spanish food
inform,cross over
inform,um chinese food
confirm,does it serve modern european food
inform,looking for a cheap restaurant in the north part of town
inform,breath im looking for a moderately priced restaurant in the east p
thankyou,very good thank you bye bye
inform,swiss food
inform,could i have a moderately priced restaurant in the east part of town
request,how about the post code
reqalts,is there any restaurant serving asian oriental food
inform,im looking for a restaurant that serves european food
inform,spanish restaurant
inform,moderately priced restaurant in the west
inform,im looking for a restaurant in the south part of town it should serve jamaican food
reqalts,how european food
inform,what about the center area
request,breath what type of food is it
reqalts,how about british restaurants
reqalts,breath noise how about french food
reqalts,what is there anything else
negate,no portuguese
null,i
inform,im looking for halal food
inform,i want a korean restaurant
request,uh address
inform,im looking for expensive spanish food
inform,looking for a restaurant in west part of town serving cantonese
inform,the west part of town id like a cheap restaurant
inform,breath i dont care noise
inform,im looking for expensive restaurants that serve mediterranean food
inform,portuguese food
negate,no im looking
inform,it should serve caribbean food
inform,aristrain food
inform,do you have jamaican restaurant
inform,pub or british type of food
inform,that serves spanish food
inform,hi im looking for moderately priced
inform,im looking for a restaurant in the south part of town with creative food
request,okay what is the address and phone number
inform,australia asian food
inform,uh any type
inform,any part
request,okay whats the post code
inform,im looking for a restaurant that serves irish food
inform,a restaurant thats serving international food
inform,may i have vietnamese food
inform,south bart
inform,greek food in the moderate
inform,central
request,can i get the address and price range
bye,cut it thank you good bye
confirm,is it thai food
inform,yea im looking for an expensive
inform,north town
inform,can i get a restaurant in the center
inform,any restaurants
inform,i am looking for a cheap restaurant in the north part of town
inform,im looking for a moderately priced restaurant in the south
null,show me the next
hello,hi i want a restaurant
inform,are there any turkish restaurants
inform,restauarant south part of town vanessa food
request,do you got an address
inform,can you find a moderately priced restaurant
inform,im looking for a restaurant in the east part of town that serves traditional food
inform,malaysian food
inform,indian
affirm,uh yes can i have expensive restaurant that serves thai food
reqalts,how about asian oriental type of food
inform,im looking for an expensive restaurant that serves asian oriental food
request,let me get the address
inform,looking for a cheap restaurant
inform,i am looking for a moderately priced restaurant in the
inform,alright i want a restaurant in any
inform,looking for a restaurant that serves turkish food
inform,west part of town creative food
inform,there is no such venue harbor indian type of food
request,could i have the address phone number and price range please
inform,i want to find a expensive restaurant and it should serve english food
affirm,yes in the east part of town
null,how about the
inform,i want a restaurant in the moderate price range
request,the area
inform,uh what about modern european
reqalts,how about modern european food
inform,yea im looking for some spanish food
inform,im looking for cuban food
inform,i need a moderately priced restaurant in the south part of town
inform,i want cantonese food
request,what kind of food
inform,can i get a moderately priced restaurant in the north
request,kay can i get the phone number
null,okay is there
inform,moderate price range
negate,no im looking for austria asian food
inform,south part of town italian food
inform,can i get a restaurant in the east part of town that serves italian food
inform,price over food west part of town
inform,is there any serving vietnamese
inform,im looking for a restaurant in the west part of town that serves christmas food
inform,id like an expensive restaurant that serves mediteranean food
reqalts,what about gastropub food
request,what area is that
request,and what is the post code again
inform,i want a turkish restaurant in the center part of town
null,for
inform,is there one that serves creative food
request,can i have its post code
inform,i want to find a restaurant in the we
inform,im looking for a restaurant in the north part
reqalts,uh is there any other
inform,restaurant north part of town
inform,brazilian
inform,is there a restaurant in the center of town serving
inform,im looking an expensive dr expensive restaurant that serves canapes food
null,what is available in the ar
request,what is price range
inform,im looking for a restaurant in the north part of town that serves euro
inform,im looking for a eritrean restaurant
inform,i want a malaysian restaurant
inform,id like a cheap restaurant in the north part of town
request,can you give me the address
request,can i have the phone number and the area
inform,uh any
inform,a moderately priced restaurant
request,can you give me the address and phone number
inform,noise i would like to find a moderately priced restaurant in the south of town
inform,lebanese food in the center of town
request,uh could you give me the address and telephone number
reqalts,something else
inform,um doesnt matter
inform,system irish food
inform,um im looking for an expensive restaurant
reqalts,okay how about thai food
affirm,yes fusion
inform,it has to serve unusual
inform,how bout thai food
inform,any anything else
inform,uh im looking for an expensive restaurant in the east part of town
bye,stop it
reqalts,what about a modern europene type of food
bye,see you good bye
thankyou,okay thats all thank you good bye
inform,i would like a moderately priced restaurant serving african food
inform,a cheap
confirm,does it serve baskaye food
inform,is there one with thai food
inform,im looking for a cheap restaurant in the north part
inform,restaurant in the north part of town that serves hungarian food
inform,im looking for a restaurant in the east part of town serving chinese food
inform,i need a restaurant in any area with swedish food
inform,looking for a restaurant in the center that serves vegetarian food
inform,malaysian restaurant
inform,im looking for a moderate priced restaurant in the east part of town
inform,im looking for moderately priced restaurant in the north part of town
inform,i want to find a restaurant in the centre that serves thai food
inform,looking for a restaurant in the east part of town thats moderately priced
inform,i need a restaurant in the east part of town that serves creative
inform,breath malaysian food
inform,air tran
reqalts,i dont care is there anything else
bye,cool um thank you good bye
request,their price range
inform,im looking for korean food
inform,i would like a cheap restaurant in the west part of town
inform,a restaurant that serves creative food
hello,hi im looking for an expensive restaurant in south part of town
inform,im looking for an expensive restaurant that serves australian food
request,phone number and post code
reqalts,is there something else
inform,i need a moderately priced restaurant in the south
inform,trying to find a cheap restaurant
thankyou,alright thank you thats it
inform,serving modern european type of food
inform,im looking for restaurant that serves chinese food
request,what type of food does the venue
inform,im looking for a restaurant in the east part of town that serves c
inform,uh low price range
inform,what about modern european
inform,uh the south
inform,serving romania food
inform,im looking for a restaurant that serves british food
inform,i need a restaurant in the north part of town
reqalts,give me another choice
inform,i want a cheap restaurant in the south part of town
inform,a cheap restaurant
inform,south expensive
inform,im looking for a moderate priced restaurant in the south part
null,whats the
inform,barbecue
inform,noise how bout thai
negate,no catalan
deny,not any more
inform,i would like to find an expensive restaurant that serves japanese food
inform,i want a restaurant that serves
reqalts,what about in the west side of town
request,awesome um whats the number
inform,yes i dont care about the price range
inform,moderately priced catalan food
request,can i have the address phone number and post code
null,please
inform,i would like a restaurant that serves gastropub food
reqalts,how about indian type of food
affirm,uh yes mexican please
inform,i would like a restaurant that serves thai food
request,uh can i have the phone number
ack,okay can you give me another restaurant
request,what is nandos address
confirm,do they serve unintelligible food
reqalts,how about the center area
inform,moderately
inform,an expensive restaurant in the east part of town
request,may i have the phone number
inform,i want a moderately priced
negate,no moderately priced restaurant
inform,im looking for a moderately priced restaurant that serves austria asian food
inform,um italian
inform,a chinese restaurant in the south part of town
inform,im looking for a restaurant in the north part of town and it should african food
inform,could i have the restaurant that serves asian oriental food
request,what is the post code
inform,a cheap restaurant in the south part of town
affirm,ye
inform,you said chinese food
inform,looking for a restaurant in the center that sales creative food
inform,uh expensive
inform,for spanish food
inform,im looking for a restaurant in the center of town that serves african food
negate,no is there anything else
inform,i want a restaurant serving persian food
inform,serves british food
request,may i have the address
inform,looking for a cheap restaurant that serves creative food
inform,alright gastropub food
negate,uh no im looking for italian food
request,and can you tell me the post code
affirm,yes moderate priced
inform,im looking for a restaurant in the center part of town that serves creative food
inform,down town
inform,greek
inform,im looking for a restaurant in the west part of town serving italian food
reqalts,is there a restaurant that serves modern european
inform,i need a cheap restaurant in the west part of town
request,can you give me its post code
inform,gastropub type food noise
thankyou,uh thank you and goodbye
confirm,do they serve unusual food
inform,an expensive restaurant serving cantonese food
bye,thank you good bye crosstalk
inform,im looking for um
request,the post code
confirm,is it hungarian food
reqalts,how about thai food thats expensive
inform,a restaurant south part of town
request,type of food they serve
request,may i have a phone number and postcode
inform,breath id like a moderately priced restaurant that serves thai food
inform,im looking for a restaurant in the west park of town that serves australian food
request,could you give me the number
request,um address
inform,looking for a restaurant in the south part of town with german food
request,um can i get the address
inform,moderately priced priced restaurant chinese food
inform,uh is there a steak house
inform,im looking for expensive welsh food
request,and can i have the address and phone number please
thankyou,alright thank you bye
inform,i would like to find a restaurant in the west part of town that serves
inform,id like a restaurant in the center that serves mediterranean food
inform,a cheap mexican restaurant
inform,uh are there any that serves mediterranean
inform,well i dont care about the price range
inform,expensive romanian
request,okay and uh can i get the address
negate,no south
request,could i have their phone number and post code
negate,no i want thai food
inform,a chinese restaurant that serves moderately priced food
request,can i have the phone nu
request,and the price code
inform,moderate european
inform,how bout asian oriental
request,offer you the phone number and address
inform,cheap restaurant in the east part of town
inform,jamaican food
inform,im looking for a cheap restaurant that serves vietnamese food
inform,can i have a restaurant in the east part of town
request,a post code
inform,does anyone serve eritrean food
inform,uh i need one in the cheap price range
inform,are there any turkish restaurants at all
confirm,is there a jamaican restaurant
inform,id like a moderately priced restaurant in the north part of town
inform,looking for something with gastropub on the east side of town
inform,im looking for a restaurant in the south part of town serving indian type of food
request,may i have the address of the venue
request,popular dish
inform,i want a restaurant in the west part of town that serves venetian food
inform,id like a austrian restaurant in the south part of town
inform,korea
inform,moderately priced international food
request,thank you what is the address and phone number
thankyou,thank you goodbye
inform,indian food
inform,im looking for a restaurant that serves traditional food
request,whats the phone number and address
reqalts,how about gastropub type food
affirm,yes iam looking for a cheap restaurant in the south part of town
inform,im looking for a restaurant that serves gastropub food
inform,im looking for a moderately priced restaurant in the north
inform,i would like a restaurant that serves korean food
inform,noise taquita restaurant
inform,west part of town basque food
inform,english food center part of town
request,where is it located
request,and its address
inform,looking for expensive tuscan food
null,that serves
inform,looking for a moderately priced restaurant that serves british food
reqalts,how about one with thai food
request,good i have the address of that
inform,breath i want to find an expensive restaurant and it sh
inform,moderately priced food in the north part of town
request,adddress
inform,im looking for a moderately priced restaurant that serves labenese food
request,telephone number
inform,i need a moderately priced restaurant serving world food
request,uh phone number
inform,restaurant in the center
inform,uh moderately priced restaurants in the south part of
request,okay and h can i get the address
inform,im looking for hungarian food in the north of town
inform,how bout chinese food
request,could i have the address and phone number plea
inform,an expensive italian restaurant
reqalts,is there anything else
request,can i have the area of the restaurant
inform,breath how bout north part of town
inform,can i get tuscan
inform,i need an expensive restaurant serving british food
inform,malyasian
inform,an expensive restaurant with seafood
inform,in the east part of town that serves spanish food
inform,im looking for russian food
inform,airatarin
reqalts,another restaurant
inform,serving turkish food
inform,i want a restaurant in the unintelligible that serves belgium food
inform,im looking for expensive restaurants in the east part of town
inform,change that to mediterranean food
inform,lebanese damn it just listen to me
reqalts,is there a restaurant in the south part of town that serves indian food
reqalts,can you tell me a restaurant in the south part of town
inform,restaurant with scandin
request,and their post code
inform,moderately priced restaurant that serves thai food
inform,cheap indian food
reqalts,how about north american type of food
inform,moderate please
inform,find a restaurant serving cannabis food
inform,i wanted moderately priced
inform,im looking for a moderate priced restaurant in the south part of
inform,moderately priced vanessa restaurant
inform,i need to find an expensive restaurant in the south part of town
inform,looking for welsh food
inform,i would like to find a moderately priced
null,dont
reqalts,what about australian asian
inform,im looking for a restaurant in the center serving greek food
reqalts,thats fine how bout asian food
negate,no i want
request,okay um whats the price range
request,please let me have the address
thankyou,uh okay thank you good bye
inform,i do not care about the price range im just looking for a restaurant in the center that serves korean food
request,i need a phone number
request,can i have the address and the price range
inform,expensive restaurant serving kosher food
request,type of food does pizza hut serve
inform,id like a moderately priced restaurant in the east part of town
reqalts,how about a moderately priced restauran
request,curry prince address and phone number
inform,im looking for traditional food
reqalts,what about chinese type food
inform,what about modern european food
request,breath okay uh thats great how bout the address
inform,is there is no such venue that have asian oriental type of food
inform,restaurants
affirm,yes and it needs to be moderately priced
reqalts,is there a restaurant that serves gastropub food
request,oh where is it
request,whats the address
affirm,yeah im looking for a cheap restaurant
inform,im looking for a cheap restaurant that serves austrian food
inform,im looking for a restaurant in the north part of town serving malaysian food
request,im good can i have the address and phone number please
null,uh i want to find
inform,id like a moderately priced restaurant that serves thai food
inform,breath i would like port portuguese food
hello,hi im looking for a restaurant with japanese food
hello,hi im looking for a restaurant in the
inform,a cheap restauran
inform,i want a restaurant serving
inform,im looking for a restaurant that serves gastropub food any price range
inform,i need a mexican restaurant
inform,did you see a korean restaurant
null,modern europene
inform,serving christmas food
negate,what no
inform,is there any serving spanish food
affirm,yes i would like portuguese food
inform,im looking for a restaurant in the center of town that serves danish food
confirm,do they serve cuban
inform,im looking for a restaurant in the east part of town thats expensive
inform,im looking for european food
request,postal code
inform,im looking for a restaurant in the south part
thankyou,thank you bye thank you bye
inform,a restaurant cheap north part of town
inform,looking for a restaurant in any area that serves irish food
inform,chinese type of food
inform,cheap restaurant in the north part of town
inform,uh chinese
inform,moderately priced danish food
inform,i want to find a moderately priced restaurant that serves vietnamese food
inform,modern european
inform,middle
inform,caribbean foo
reqalts,is the anything else
inform,prezzo
reqalts,what about any area
inform,austral asian
inform,can i get a steak house restaurant in any area
inform,im looking for a restaurant in the east part of town that serves chinese
inform,center
inform,im looking for an expensive restaurant that serves vietnamese food
hello,hi im looking for a restaurant that serves lebanese food
inform,im looking for a restaurant in the center part of town that serves european food
null,serve
inform,dont care east part of town
thankyou,thank you good bye
inform,i want an expensive restaurant that serves sea food
negate,no catalan food
request,i want to know the phone number
inform,um im trying to find a restaurant in the unintelligible of town
inform,i want a restaurant in any area that serves
request,okay may i get the address
inform,id like an expensive restaurant that serves fusion food
inform,im looking for a cheap restaurant that serves mediterranean food
inform,i want to find a restaurant in the south part of town
inform,im looking for an expensive restaurant in the
confirm,uh is there a korean restaurant in the center of town
inform,an expensive restaurant serving thai food
inform,find moderately priced restaurant in the west part of town
null,how about one that serves
reqalts,i believe you anything else
inform,cheap resataurant serving unintelligible food
inform,im looking for a restaurant that serves world food
inform,cheap restaurant portuguese
inform,moderately priced any food
negate,oh no and cheap
request,address post code
inform,any where
inform,unintelligible restaurant in west part of town
negate,no well how about thai
inform,can i have french food in the center
inform,unintelligible east
inform,in the east part
inform,um im looking for a moderately priced restaurant in the south part of town
inform,moderately priced serving gastro pub
inform,uh just pick a restaurant
inform,i need a restaurant in the east part of town serving indian food
inform,im looking for a moderately priced restaurant that serves international
inform,can i have spanish food in
inform,i want to find a restaurant
inform,the type of food is lebanese
null,in the ea
inform,i want a restaurant in the north part of town
reqalts,how about turkish food
inform,ah scottish food
inform,im looking for a restaurant in the center that serves romanian food
inform,unintelligible expensive
inform,i need a place in the centre of town that serves mexican food
request,can i have the price range of the venue
request,could i get their phone number
request,could you give me a address
request,whats its number
inform,cheap restaurant in the south part of town
inform,venetian food
inform,im looking for a restaurant cheap restaurant serving romanian food
reqalts,okay how about european food
inform,i want to find an expensive restaurant in the south part of town
reqalts,is there a restaurant that serves european food
inform,yea im looking for a moderately priced restaurant in the south of town
inform,any any type
inform,hindi food is okay
inform,im looking for a moderately priced restaurant and it should be in the north
inform,german food
inform,im looking for a world food restaurant in the east part of town
inform,spanish food
affirm,uh yes can i find a restaurant in the east part of town that serves chinese
inform,cheap restaurant in west part of town
inform,i want a restaurant in the west part of town serving thai food
inform,i want a find a restaurant serving mediterranean food
inform,im looking for turkish food
thankyou,im done thank you
inform,moderately priced food
inform,uh expensive restaurant in the south
null,okay ital
inform,american
request,okay address
null,breathing
inform,im looking for an expensive restaurant that serves hungarian
inform,the expensive price range
inform,asian oriental food in the north part of town
inform,restaurant the serves english food
null,hm
reqalts,um how about chinese food in the south part of town
inform,i am looking for a moderately priced restaurant in the north
reqalts,how bout any price range
request,and can i get the address
null,that serves viet
inform,the west of town with italian food
inform,uh moroccan food
request,address and area
request,what area of town is it in
inform,indian food in the south part of town
null,cant
inform,im looking for moderately priced restaurant
inform,cheap cheap restaurant
inform,european restaurant
inform,vegetarian food in the east part of town
affirm,yes an expensive restaurant serving african food
inform,can i have a lebanese restaurant
inform,im looking for a restaurant in the north part of town serving lebanese food
request,uh whats the phone number and address please
request,i want the address phone number and area
null,does do you know anyone who serves um
inform,find me an expensive restaurant in the south part of town
inform,i need a moderately priced restaurant serving fusion food
inform,expensive romanian food
inform,something moderately priced
inform,can i get a moderate restaurant in the south part of town
affirm,uh yeah can i find a restaurant in the south part of town serving turkish food
inform,cheap restaurant gastropub
request,may i have the phone number and post code
request,breath may i have the phone number and address please
reqalts,is there another restaurant in the moderately price range in the east part of town
inform,i want a cheap restaurant in the north part of town
inform,tailand
inform,portuguese type of food
request,okay what kind of food
inform,city center
request,uh can i have the address
inform,id like to find an expensive restaurant in the east side of town
inform,a moderately priced restaurant in the south part of town
inform,welsh
request,what is the phone number
inform,id like a restaurant that serves asian food
bye,alright so im very good thanks good bye
inform,i want a restaurant in the south part of town that serves moroccan food
null,how about uh
inform,okay i want indian
inform,how about restaurants in the north part of town
inform,id like a restaurant in the east part of town that serves
inform,north part of town serving canapes food
inform,polynesia food
inform,im looking for an italian restaurant
reqalts,how about cantonates food
inform,for a cheap restaurant in the south part of town
reqalts,what about vietnamese food
request,prices
inform,in a moderate price range
negate,no eritrean food
request,where is the address
request,phone number phone number
inform,i want to find an expensive restaurant
inform,is there greek food
inform,uh moderately price
reqalts,new garden do you have any other
request,the phone
inform,i want a cheap restaurant that serves unusual food
inform,east of town
affirm,mmhm
request,cool whats the address
inform,can i find a restaurant with gastropub food
null,bout
reqalts,give me a different restaurant
inform,serving austrian food
negate,no thai food
null,im
request,okay and the phone number
confirm,okay is that an expensive restaurant
inform,im looking for moderately priced in the north part of town
request,tell me the address
null,freakin
inform,im looking for an expensive restaurant that serves korean
reqalts,how about a place that serves portuguese food
request,and the type of food they serve
inform,in the south part of the town
inform,i need chinese food
reqalts,another please
request,what about the post code
negate,no indian restaurant
reqalts,how about a restaurant that serves international food
inform,north north part of town
inform,i want a german restaurant in the west part of town
reqalts,how about indian noise
null,ad
inform,im looking for an expensive restaurant that serves gastropub food
inform,im looking for a restaurant that serves german food
negate,no thank you
inform,id like an expensive restaurant that serves bat food
inform,im looking for a restaurant on the east part of town
inform,dont care expensive
reqalts,are there any barbecue restaurants
inform,moderately priced restaurant serves french food
confirm,does it serve italian food
inform,cheap restaurant in the east of town
inform,um gastropub food
inform,restaurant in north part of town
inform,im looking for a re
inform,i want an indian food restaurant moderate priced
inform,im looking for a restaurant in the south part of town serving korean food
request,expensive price restaurant
ack,okay uh can i
affirm,yes indian food
null,i want to find a
inform,i want to find a restaurant serving world food
request,the address and post code please
request,can i get the phone number
inform,polynesian
request,and price range
inform,in the south part
inform,indonesian food
inform,noise malaysian noise
request,whats the phone number and price range
request,could i have its number
inform,looking for a restaurant in the center of town that sells french
inform,im looking for a restaurant in the center of town that serves thai food
bye,very good thank you good bye
inform,i want a modern european restaurant
inform,im trying to find a cheap restaurant in the east of town
inform,welsh food in the north part of town
inform,can i have a seafood restaurant please
inform,im looking for a restaurant in the east part of town that serves
request,ah whats the price ran
inform,like to find a restaurant in the east part of town and it should serve indian food
inform,part of town that serves asian food
inform,moderate priced in the north part of town
request,what is their area
inform,seafood
inform,im looking for an expensive restaurant that serves thai food
inform,im looking for a moderately priced restaurant with catalan food
inform,in the center part of town french food
inform,center part of town
negate,no thai
request,the type of food
reqalts,how about british type food
thankyou,okay thank
request,can i have the address of the phone number of the venue
inform,thai type food
inform,im looking for a moderately priced restaurant serving cuban food
inform,im looking for an expensive restaurant that serves sea food
negate,no i want halal food
negate,no indian
inform,i want an expensive restaurant that serves polish food
null,what
inform,i would like to find a moderately priced restaurant and it should be in the east
deny,no i dont want chinese i want thai food
inform,uh north
inform,i want to find a cheap re
inform,um a cheap restaurant in the west part of town
inform,i would like traditional food in the south part of town
inform,what is there in the north
confirm,does it serve korean food
inform,expensive restaurant romanian food
request,okay can i have the address and the phone number please
inform,im looking for a turkish food restaurant
inform,i want a restaurant in the north part of town that serves vietnamese food
inform,i dont care
inform,is there mediterranean food
reqalts,how about expensive british
negate,no canapes
reqalts,how about a gastropub
request,tell me the post code
inform,im looking chineese food
inform,uh restaurant
inform,afghan food
inform,im looking for a restaurant in the south part of town that serves jamaican food
inform,how bout i italian food
hello,hi looking for a restaurant in the west part of town
inform,that should be in the east part of town
inform,im looking for a restaurant in the north part of town that serves french food
request,and what type of food does it serve
inform,that doesnt matter
inform,polynesian food east of town
affirm,uh yes can i get a cheap restaurant in the west part of town
inform,i need a restaurant in the center of town
inform,im looking for corsica food noise
confirm,does it serve vietnamese type of food
affirm,uh yes i am looking for an expensive restaurant in the south part of
inform,restaurant in the east part of town serving basque food
affirm,yes could you recommend me a place that serves british food in a moderate price range
reqalts,how about thai
bye,cute thank you good bye
request,what is the address of the
request,can i have the phone number and type of food that
inform,im looking for a restaurant in the south part of town that serves
request,and whats the phone number there
inform,looking for a moderately priced restaurant in the south part of
inform,im looking for a restaurant in the east part of town serving australian
request,what type of food does the missing sock serve
inform,im looking for tuscan food
affirm,uh yes im looking for a restaurant that serves chinese food
inform,i want an expensive restaurant in the south part of town
request,give me the address please
inform,im looking for a moderately priced restaurant
repeat,uh could you repeat that
inform,im looking for a restaurant in any area that
reqalts,what about gastropub
inform,east
affirm,yes that sells korean food
reqalts,okay uh how about a bristish
inform,moderately priced restaurant in the east
inform,dont care want afghan food afghan food afghan
inform,i would like a restaurant
request,okay what is the addre
inform,that information does not matter
request,what kind of food does you garden serve
reqalts,okay is there any others
inform,um doesnt matter if its in the center of the town
reqalts,how about italian type of food
inform,east part of town
request,um could i have the address
inform,north part
inform,looking for something moderately priced on the north side of town
inform,im looking for italian food
inform,west part of town cuban food
inform,uh i want a cheap restaurant and it should be in the north part of town
inform,indian indian food in the east part of town
inform,im looking for a restaurant in the east part of town that serves indonesian food
request,and what area is that
null,that serves unintelligible
affirm,uh yes i want to find a restaurant in the north part of town that serves
inform,uh expensive european food
negate,wait no i wanted portuguese food
inform,expensive turk turkish
inform,im looking for a restaurant in the moderate price range
inform,i need a restaurant that serves halal food
inform,i would like an expensive restaurant in the south of town
request,what type of food is there
inform,expensive restaurant serving world food
confirm,is there a modern european
inform,im looking for a cheap restaurant in east part of town
inform,hi id like a moderately priced restaurant in the north
inform,i want to find a cheap
repeat,back
inform,i need restaurant serves spanish food
inform,the north part of town
reqalts,how about english food in the north part of town
null,unintelligible range
inform,can i find a moderately priced
inform,i want a cheap restaurant that serves cuban food
request,may i have he phone number please
request,whats the address and phone number
inform,any fine
inform,i want it in the north part of town
request,the phone number for bloomsbury
negate,no lebanese food
inform,im looking for a restaurant serving chinese food
null,thats all
inform,a restaurant in the center of town
inform,find me a moderately priced restaurant in
request,can i have the phone number and address of the venue
inform,yea im looking for a moderately priced restaurant
request,alright whats its phone number
inform,modern euorpean
inform,i want to find a cheap restaurant that serves
affirm,yeah i need um um m
inform,vietnamese food
thankyou,noise thank you goodbye
inform,is there one serving european type food
inform,moderate restaurant in the south part of town
bye,thank you good bye thank you good bye
inform,the north part of tow
reqalts,uh how about turkish type of food
inform,inexpensive
inform,im looking for a expensive restaurant
request,noise breath whats their phone number
request,what is the golden woks phone number
reqalts,what about belgian food
confirm,is it chinese food though
inform,italian type of food
inform,i would like to find a moderately priced restaurant in the east part of
inform,food in the south part of town
confirm,is it in the west part of town
inform,german food in the centre of town
request,the postcode
reqalts,how bout asian
thankyou,ah thank you goodbye
inform,im looking for an expensive restaurant that serves french food
inform,noise anything expensive
inform,i dont care but i want it to be in the east part of town
inform,restaurant in the south part of town that serves indian food
inform,im looking for an expensive restaurant and it should serve international food
inform,polynesian food
inform,i dont give a damn about chinese food i want thai food
affirm,yes can i have malaysian food
inform,i want a modern european
inform,find asian oriental
inform,moderately priced north part of
reqalts,how about mediterranean food
request,can i get address
null,none
request,give me the address
inform,italian food cheap restaurant
negate,no cuban food cuban food
affirm,yes yes
reqalts,are there any restaurant serving corsica food
reqalts,okay how about any area
inform,west part of town
inform,expensive restaurant in the south part of town
confirm,does it serve cheap turkish food
inform,european
inform,looking for a restaurant that serves lebanese food
hello,hi im looking for a restaurant that serves irish food
request,good could you give me the phone number
inform,eritrean
inform,hey im looking for a restaurant in the west part of town
inform,im looking for an expensive restaurant in the south part of tow
inform,im looking for a cheap jamaican restaurant
inform,um anything
inform,i need a moderately priced restaurant that serves bask food
inform,i want to find a cheap restaurant
bye,okay and um thank you and good bye
repeat,repeat that
inform,what about other areas
inform,im looking for a moderately priced restaurant that serves sea food
inform,i would like modern european food
inform,i want to find a moderately priced restaurant and it should serve
reqalts,is there another alternative
request,what type of food is
inform,moderately priced in the west part of town
inform,moderately priced restaraunt
reqalts,how about one serving jamaican food
inform,scottish
null,um what
inform,how about gastro pub type of food
inform,can i have moderately priced restaurant in the west part of town
request,could i have its address
reqalts,give me another one
reqalts,how about portuguese food
inform,it doesnt matter to me
affirm,yes serving chinese food
inform,cantonese
inform,im looking for a restaurant in the center park of town that serves
null,town
request,how about the phone number
inform,north part of town please
inform,im looking for a restaurant in the north part town and it should serve australian food
request,can i have the phone number please
null,do they serve
inform,cheap in the east part of town
