dialog_act,utterance
inform,indian food
null,range
reqalts,how about portuguese food
request,whats the address
confirm,is it in the south part
null,noise
request,and the phone number
inform,british food
inform,thai food
inform,can i get a moderate restaurant in the south part of town
inform,id like a moderately priced restaurant in the west part of town
null,unintelligible
inform,i need a restaurant in the east part of town
inform,thai food
thankyou,thank you good bye
null,sil
inform,and expensive restaurant that serves tuscan food
inform,i dont care
inform,in the south part of town
negate,no im looking for asian oriental
inform,are their any other restaurants that serve turkish food
inform,north
inform,i want to find a moderately
null,noise
negate,no
null,town
affirm,yes
null,inaudible
inform,korean food
null,noise
reqalts,how about asian oriental
inform,im looking for a restaurant in the east part of town
inform,cheap
null,noise
thankyou,thank you
inform,spanish
request,whats the price range
affirm,yes
inform,i dont care
inform,turkish food
reqalts,anything else
inform,i need a cheap restaurant
inform,international food
request,whats their address
request,um kay whats the post code
thankyou,thank you good bye
inform,im looking for a italian restaurant in east part of town
null,suggestions
null,unintelligible
inform,how bout one that serves portuguese food and is cheap
negate,no
thankyou,thank you good bye
request,what is the post code
inform,i do not care
affirm,yes
inform,thai
request,can i have the address and post code
null,okay
thankyou,thank you good bye
inform,i dont care
inform,any area
repeat,cant repeat
affirm,yes
null,in the ea
request,and can i have the address
null,first one
inform,dont care
request,can i have the address
request,address
inform,thai food
reqalts,how about asian oriental type of food
thankyou,thank you good bye
thankyou,thank you goodbye
request,what is their post code
inform,it doesnt matter
request,and the phone number
inform,doesnt matter
affirm,yes
request,phone number
inform,indian
reqalts,how about chinese food
thankyou,thank you good bye
confirm,is it moderately priced
request,okay whats the phone number
request,and the post code
request,phone number
affirm,yes
inform,mexican food
inform,im looking for a cheap restaurant in the west part of town
null,i would like
inform,an expensive restaurant in the south part of town
inform,cheap restaurant
inform,cheap restaurant
inform,dont care
inform,could i have a restaurant in the center
inform,british food
request,thank you what is the address and phone number
request,whats their phone number
ack,fine
affirm,yes
request,can i get their address and phone number
reqalts,anything else
inform,any
inform,find gastropub
request,the price range
request,phone number
thankyou,okay thank you good bye
inform,i want a restaurant in the center that serves seafood
inform,expensive turk turkish
inform,thai
inform,any type
affirm,yes
inform,tuscan food
request,phone number
inform,east
thankyou,thank you good bye
request,whats the address
inform,i dont care
inform,portuguese food
inform,im looking for italian food
inform,i dont care
inform,romanian
thankyou,thank you good bye
request,phone number
inform,moderately priced restaurant halal food
request,whats the address
reqalts,okay how about any area
request,address
request,address phone number
inform,im looking for a restaurant in the center of town that serves thai food
inform,i dont care
inform,i dont care
request,phone number
inform,any price range
thankyou,thank you
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
affirm,yes
request,whats the address
thankyou,thank you good bye
inform,north
inform,i dont care
reqalts,how about italian food
request,can you repeat the address please
request,can i have their address and phone number please
negate,no
inform,moderate priced
inform,im looking for a restaurant that serves gastropub food any price range
inform,i want a restaurant
null,noise
null,sil
reqmore,more
request,may i have the address and phone number
null,unintelligible
inform,i need a cheap restaurant in the south part of town
reqalts,how about indian food
null,how about unintelligible
request,and whats the price range
inform,cheap
inform,west part of town moderately priced
request,could i have its phone number
reqalts,how about chinese food
inform,i want to find a cheap restaurant in the west part of town
reqalts,how about the south part of town
request,price range
null,unintelligible
inform,expensive
inform,uh medium
reqalts,are there any other expensive restaurants in the east part of town
inform,dont care want afghan food afghan food afghan
request,address
request,alright whats the address
inform,i want a restaurant in the center and it should serve european food
inform,the restaurant
inform,i would like to find an expensive restaurant serving
thankyou,thank you good bye
inform,im looking for an african restaurant
inform,i dont care
thankyou,thank you good bye
inform,the center
request,address
inform,italian
request,may i have the address
inform,i dont care
reqalts,how about italian
inform,can i find a expensive restaurant that serves welsh food
repeat,back
request,phone number
thankyou,thank you good bye
inform,lebanese
request,whats the address phone number
thankyou,thank you good bye
request,price range
inform,i dont care
request,phone number
null,noise
thankyou,thank you good bye
reqalts,how about asian oriental
inform,i dont care
request,could i have the address and post code
inform,moderate
request,okay and whats the phone number
null,i want to know
inform,australian food
request,area
request,whats their phone number
inform,it doesnt matter
thankyou,thank you good bye
reqalts,how about chinese food
inform,african food
inform,im looking for
reqalts,how about italian food
request,what is the phone number
inform,i dont care
null,uh i want to find
inform,any
affirm,yes
request,what kind of food is it
request,phone number
inform,expensive restaurants
request,what is the phone number
inform,im looking for a restaurant that serves vegetarian food
inform,south
reqalts,what about thai food
inform,doesnt matter
inform,austallison
inform,can i get a restaurant
request,the address and phone number
request,whats the phone number
inform,modern european food
request,uh can i have the address
inform,im looking for air tran food in the south part of town
affirm,yes that serves chinese food
bye,good bye
affirm,ye
request,what is the phone number
inform,indian food in the south part of town
reqalts,how about italian food
inform,cheap restaurant in the east part of town
inform,doesnt matter
negate,no
null,noise
null,inaudible
reqalts,is there anything else
request,can i can i have the address the phone number
request,phone number
inform,moderate
request,what is the address
inform,id like a restaurant in the west part of town
request,phone number
inform,sea food
thankyou,thank you good bye
inform,east
reqalts,anything else
thankyou,thank you good bye
request,okay what is the address and phone number
reqalts,how about chinese
request,what is the address
thankyou,thank you good bye
thankyou,thank you good bye
inform,moderate
thankyou,thank you good bye
request,address and phone number
null,noise
thankyou,thank you good bye
inform,cheap restaurant in the north part of town
inform,any
request,and the post code
inform,looking for a cheap spanish restaurant
reqalts,what about portuguese food
null,system
request,type of food
inform,seafood
inform,modern european
inform,danish
inform,turkish type food
thankyou,thank you good bye
inform,north american food
thankyou,thank you good bye
inform,chinese food
request,whats the price range
request,address
affirm,yes
request,phone number
request,what is the price range
inform,italian
inform,west
thankyou,thank you good bye
request,what is the address
request,whats the post code
inform,south
inform,it doesnt matter
inform,any
inform,north part of town
request,address
thankyou,thank you good bye
request,type of food
request,and the post code
reqalts,how about indian food
request,can i get a phone number please
confirm,is it cheap
inform,korean food
inform,well what about chinese food
request,what type of food does it serve
inform,european food
affirm,yes
inform,um in north
null,sil
request,what type of food
thankyou,thank you good bye
thankyou,thank you good bye
request,what is the phone number
inform,any
inform,it doesnt matter
inform,i dont care
thankyou,thank you goodbye
inform,expensive
inform,any
reqalts,okay is there a restaurant that serves thai food
inform,east
inform,center
bye,okay thank you and good bye
inform,i dont care
null,unintelligible
request,can i have the address and phone number
inform,a spanish restaurant in the center
inform,any area
affirm,yes
inform,canapes
inform,dont care
inform,any kind of food
request,and phone number
thankyou,thank you good bye
request,and i need the address and post code
request,what type of food do they serve
request,type of food does it serve
request,may i have their phone number
thankyou,thank you good bye
request,area
inform,doesnt matter
inform,im looking for a restaurant in the center
reqalts,is there anything else
inform,east part
negate,no caribbean food
request,what type of food do they serve
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
thankyou,thank you good bye
inform,lebanese
request,and whats the price range
request,could i get their address and phone number
affirm,yes
inform,im looking for modern european food
null,sil
inform,any part of town
inform,find me vietnamese food
thankyou,thank you good bye
request,area
request,phone number
inform,west part of town
request,whats the address
inform,restaurant
inform,it doesnt matter
request,what is the address
inform,i dont care
null,cough
thankyou,thank you good bye
thankyou,thank you good bye
request,alright whats its phone number
inform,doesnt matter
reqalts,is there anything else
inform,looking for a cheap restaurant
inform,dont care
inform,doesnt matter
inform,vietnamese
request,phone number
request,address
thankyou,thank you good bye
null,sil
inform,any
request,okay and can i have their phone number
null,noise
inform,north
inform,any type of area
thankyou,thank you good bye
repeat,repeat
inform,lebanese
null,sil
inform,restaurant in the north part of town
inform,south noise
thankyou,thank you
affirm,yes
inform,asian
null,unintelligible
request,phone number
thankyou,thank you goodbye
thankyou,thank you good bye
request,phone number
reqalts,anything else
inform,doesnt matter
affirm,yes
null,oh my god
reqalts,is there anything else
inform,dont care
null,unintelligible
inform,east
reqalts,how about turkish food
inform,portuguese
request,phone number
thankyou,thank you thank you
affirm,yes
inform,thai food
affirm,yes in the south part of town
inform,portuguese food
inform,id like a restaurant in the center that serves danish food
request,postcode
request,whats the address
request,what is the post code
inform,swedish food
inform,west area
request,phone number
request,can i have the phone number
inform,im looking a restaurant in the east part of town
thankyou,okay and thank you and good bye
inform,okay uh forget that then can i get a restaurant serving italian food
bye,good bye
inform,i dont care
inform,russian
thankyou,thank you good bye
inform,thai food
bye,good bye
null,sil
inform,im looking for an expensive restaurant in the east part of town
inform,the east part
reqalts,how about expensive british
null,noise
inform,i am looking for italian
inform,any area
request,can i get their phone number
negate,no thank you
null,noise
inform,i want a polynesian restaurant in the west part of town
null,noise
inform,i dont care
request,what is the address
request,what is the address
inform,is there not a mexican restaurant near by
inform,asian food
inform,north
inform,im looking for a moderately priced restaurant in the south
inform,i would like a cheap
request,type of food
inform,cheap gastropub
inform,kosher
thankyou,thank you good bye
affirm,right
null,noise
request,address and phone number
inform,indian food
request,what kind of food does it serve
request,what type of food does it serve
request,can i get the address and phone number
reqalts,what about chinese food
thankyou,okay thank you good bye
inform,i want an expensive irish restaurant
inform,any
request,what is the address
reqalts,how about korean food
inform,cheap restaurant
request,phone number
thankyou,thank you good bye
inform,italian
inform,the east part
inform,center area
inform,center of town
request,phone number
inform,any
affirm,yes in the west part of town
inform,west side
inform,vietnamese food
inform,uh dont care
reqalts,is there anything else
inform,expensive restaurant in the east part of town
confirm,is it in the north part of town
request,where is it
thankyou,thank you good bye
reqalts,anything else
request,type of food
inform,east part of town
inform,any
inform,i want a restaurant in the west part of town that serves venetian food
inform,north part of town austral asian food
request,whats the address
inform,unintelligible food
request,price range
request,great can i have the address and phone number
null,breathing
affirm,yea
inform,im looking for a restaurant in the north part of town serving
thankyou,thank you good bye
inform,spanish food
null,um what
request,noise address
reqalts,is there anything else
inform,expensive restaurant
inform,dont care
request,can i have the phone number and the price range
request,can i get the address phone number and price range
inform,north
null,aw give me the damn code
null,unintelligible
affirm,yes
request,can i have the phone number
affirm,yes
thankyou,thank you good bye
inform,cheap
null,sil
inform,im looking for a moderately priced restaurant that serves austria asian food
inform,im looking for a restaurant in the center of town that serves
inform,i dont care
inform,i dont care
inform,i dont care
reqalts,how about italian food
thankyou,thank you good bye
inform,moderately
thankyou,thank you good bye
request,whats the address phone number
hello,hi im looking for a moderately priced restaurant in the south part of
thankyou,thank you good bye
request,what kind of food is it
thankyou,thank you goodbye
negate,no
null,sil
inform,south
inform,i dont care
inform,i dont care
request,what type of food do they serve
inform,christmas food
reqalts,thats great what else is there
affirm,yes
inform,im looking for a moderately priced restaurant in the north part of town
hello,halo
request,okay whats the phone number
request,whats the price range please
inform,okay can i have european food
request,address
inform,moroccan food
reqalts,what else is there
inform,indian
inform,north
inform,uh korean food
reqalts,what about indian food
request,whats the phone number
inform,any
request,oh good whats the address
request,what is the phone number and address
inform,european
affirm,yes
request,what is the phone number
inform,cheap
request,whats its address
inform,west part of town
null,sil
inform,yea im looking for a restaurant in the moderate price range serving vietnamese food
inform,cheap
request,whats the address
inform,moroccon
request,what is the address
request,whats the address and phone number
confirm,is there a modern european
null,unintelligible
negate,no north
reqalts,what about thai food
inform,anything cheap
request,and whats the post code
inform,id like thai food please
request,whats the phone number
confirm,is it in the center of town
request,price range
inform,im looking for polynesian food
request,address
affirm,yes
request,and what area
inform,north
thankyou,thank you good bye
inform,i dont care
inform,east
request,whats the phone number
request,and what is the phone number
thankyou,thank you good bye
request,the address
reqalts,okay what about north american food
inform,is a restaurant in the west part of town that serves
thankyou,thank you good bye
bye,goodbye
request,what is the address
inform,im looking for a moderately priced restaurant
inform,i dont care
request,could i get their phone number
inform,spanish food
request,what type of food do they serve
request,phone number
affirm,yea
inform,east
request,and whats the phone number
inform,any
inform,i dont care
thankyou,thank you goodbye
request,phone number and price range
request,whats the address
reqalts,anything else
inform,center
inform,restaurant
request,what is the phone number
request,what is the price range
thankyou,thank you good bye
inform,east
thankyou,thank you good bye
affirm,yes
inform,any type
inform,food
thankyou,thank you good bye
thankyou,thank you good bye
affirm,yes
null,noise
inform,im looking for a restaurant that serves scandinavian food
inform,italian food
reqalts,how about north american type of food
request,whats their phone number
inform,south expensive
request,area
inform,in the south part of town
thankyou,thank you goodbye
inform,crossover food in the north part of town
inform,any type
inform,it doesnt matter
request,type of food
inform,south part of town
inform,indian food
request,phone number
inform,moderate priced restaurant in the north part of town
request,and the post code please
inform,belgium food
thankyou,thank you good bye
thankyou,thank you good bye
inform,cheap
hello,hi im looking for a restaurant that serves irish food
inform,east
request,what is the phone number and address
request,address
request,whats the address
inform,i dont care
affirm,uh yes can i get a cheap restaurant in the west part of town
inform,are there any restaurants in the center of town
inform,west
inform,moderately priced
null,sil
inform,i dont care
inform,im looking for a cheap restaurant in the west part of town
null,noise
request,whats the type of food
inform,cheap restaurant west part of town
inform,the south part of town
inform,austrian food
inform,im looking for an expensive restaurant that serves mediterranean food
request,what is the phone number and address
negate,no
reqalts,how about indian food
thankyou,great thank you good bye
thankyou,thank you good bye
request,okay and whats the price range
inform,moderate european food
affirm,yes address
null,sil
request,uh does it serve
inform,i want to find an expensive restaurant that serves swedish food
reqalts,anything else
confirm,is it in the center of town
negate,no
affirm,yes
null,unintelligible
request,what kind of food do they serve
inform,greek food
request,may i have the phone number
reqalts,um do you have anything else
affirm,yes
request,what type of food is it
request,whats the phone number
inform,any
bye,good bye
request,what is the address
request,what is the address
bye,okay well thank you good bye
request,whats the price range
inform,south of town
inform,any area
request,phone number
inform,indian food
request,their address
request,the address
inform,i am looking for a cheap restaurant and it should be in the west part of town
null,and ah
request,um whats the price range
thankyou,thank you goodbye
inform,im looking for thai food
inform,modern european
request,and what is the post code again
inform,it doesnt matter to me
thankyou,thank you goodbye
reqalts,what about asian oriental foo
inform,it doesnt matter
thankyou,thank you goodbye
inform,any kind of food
inform,portuguese
thankyou,thank you good bye
inform,any
inform,uh italian
thankyou,thank you good bye
request,what is the address
request,address
thankyou,oh thank you good bye
affirm,yes
thankyou,thank you good bye
inform,turkish
affirm,yes
request,what is the phone number
reqalts,how about italian food
thankyou,okay thank you good bye
request,and can i have the address and phone number please
affirm,yes could you recommend me a place that serves british food in a moderate price range
request,and type of food
null,just a moment
reqalts,what about indian food
request,address
thankyou,thank you good bye
inform,moderately priced
inform,south
request,what is the address
inform,i dont care
inform,east
request,and what is the post code
request,address
inform,north
affirm,yes
thankyou,thank you good bye
request,post code
inform,i want french
inform,i dont care
inform,greek
inform,restaurant in the east part of town
inform,i would like a cheap restaurant in the west part of town
request,what is the address
inform,um moderate
request,whats the phone number
affirm,yea
inform,im looking for food in the south part of town
inform,west
inform,moderately priced
thankyou,thank you good bye
inform,cheap spanish restaurant
inform,any
reqalts,how about vietnamese food
reqalts,how about in any price range
reqalts,is there something else
inform,north
null,sil
request,post code
request,where is it
null,sil
inform,any price range
reqalts,how about thai food
reqalts,how about international
negate,no
inform,im looking for a cheap restaurant in the south part of town
affirm,uh yes im looking for a restaurant that serves afghan food
request,can i get the phone number and area
inform,seafood
reqalts,what about chinese food
negate,no
null,noise
request,phone number
thankyou,thank you good bye
request,phone number
negate,no any area
request,what is the address and phone number
request,phone number
inform,moderate
affirm,yes
reqalts,how about european food
thankyou,thank you good bye
reqalts,what about indian food
inform,british food
inform,can i have spanish food in
inform,doesnt matter
inform,anywhere
inform,im looking for a restaurant in any area that servess
inform,welsh food
request,what type of food does it serve
null,whats the code
reqalts,how about asian oriental type of food
inform,american
confirm,does it serve hungarian food
thankyou,thank you good bye
confirm,does it serve steakhouse food
reqalts,is there anything else
thankyou,thank you goodbye
request,phone number
affirm,ye
request,whats the address and phone number
null,noise
thankyou,thank you good bye
inform,can i have a cheap restaurant
request,what is the address
inform,can i get a restaurant in the west part of town
null,noise
inform,i dont care
null,unintelligible
inform,i want to find a moderately priced restaurant that serves canapes food
inform,expensive restaurant that serves afghan food
request,whats the phone number
inform,any
inform,im looking for a restaurant that serves
null,unintelligible
request,okay can i have the address
null,sil
inform,im looking for a moderately priced restaurant in the east part of town
affirm,yes
request,what is the address
thankyou,thank you good bye
affirm,yes
inform,south
request,postcode
inform,any
inform,i want a restaurant in the east part of town
request,what is the address and phone number
request,address
thankyou,thank you good bye
inform,food
inform,im looking for a cheap restaurant
request,whats the address
thankyou,thank you good bye
inform,i want spanish food
inform,i dont care
confirm,is it in the north part of town
request,phone number
inform,italian food
request,breath may i have the phone number and address please
inform,help me decide what venues are available in the west part of town serving any ty
request,price range
request,phone number
request,phone number
reqalts,how about north american food
thankyou,thank you good bye
thankyou,okay thank you good bye
null,unintelligible
inform,italian
thankyou,thank you
inform,i dont care
request,whats the address
inform,greek
inform,i dont care
inform,south
null,sil
inform,i want a restaurant in the west part of town serving thai food
inform,i dont care
inform,noise restaurant west part of town danish food
inform,moderately priced
hello,hi im looking for cuban food
inform,turkish
request,phone number
request,what is the address and phone number
request,what type of food does it serve
thankyou,thank you good bye
request,whats the phone number
request,what is the address
inform,expensive restaurant
inform,uh south part of town
inform,i dont care
inform,noise i would like to find a moderately priced restaurant in the south of town
request,price range
inform,im looking for a moderately priced restaurant
affirm,yes knocking
request,do you got an address
inform,barbecue food
request,may i have the address and phone number please
null,noise
inform,cheap
request,what area is it in
inform,chinese food
reqalts,anything else
inform,moderately priced
inform,im looking for a chinese restaurant
inform,im looking for a restaurant in the center of town that serves mediterranean
inform,any part of town
inform,expensive
reqalts,how about portuguese
request,the address
thankyou,thank you good bye
request,phone number
request,may i get the phone number
null,unintelligible
request,and their address and phone number
inform,could i find an expensive restaurant that serves european food please
inform,find something in the north part
request,the area
thankyou,thank you good bye
null,sil
inform,south
request,what is the phone number
inform,restaurants
null,sil
inform,south
inform,french food
thankyou,okay thank you good bye
request,whats the address
thankyou,thank you good bye
request,phone number
request,can i have the phone number
inform,asian oriental
inform,south
inform,spanish food
request,area
inform,find moderately priced brazilian restaurant
request,and what is their post code
inform,any thing
thankyou,thank you good bye
inform,west
affirm,yes
request,and the phone number
inform,um is doesnt matter
inform,id like to find a restaurant serving crossover food
thankyou,thank you goodbye
request,and the address
affirm,yes
affirm,right
request,what food is available
request,whats the address
inform,asian oriental
inform,what ever
inform,west
inform,what about other parts of town
confirm,do they serve sea food
request,address
null,sil
request,address and phone number
request,whats the address
thankyou,thank you good bye
null,sil
affirm,yes
inform,um im looking for a restaurant serving thai food
inform,i want to find a expensive restaurant and it should serve english food
request,address
inform,im looking for a moderately priced restaurant in the west part of town
inform,i want to find a restaurant in the east part of town
inform,in any area
thankyou,thank you good bye
affirm,uh yes im looking for an expensive restaurant and it should be in the east part of town
inform,south
inform,thai
thankyou,thank you good bye
inform,european food any price
reqalts,anything else
inform,im looking for a cheap restaurant in the west part of town
negate,no vietnamese
inform,chinese food
affirm,yes that sells korean food
request,whats the address
thankyou,thank you good bye
request,whats the address
thankyou,thank you
negate,no
inform,moderate restaurant catalan food
reqalts,how about asian oriental type of food
inform,russian
inform,a cheap restaurant
inform,i dont care
request,what is the address
request,whats the phone number
request,phone number
reqalts,can i have something else
inform,im looking for eritrean food
inform,moderate
request,address
inform,expensive european food
null,noise okay
thankyou,thank you good bye
thankyou,thank you good bye
inform,polynesian food
thankyou,thank you good bye
request,the address
inform,expensive restaurant in the east
inform,dont care
request,the address
inform,dont care
inform,i dont care
inform,east
request,what is the address
thankyou,thank you goodbye
inform,i want something in the south
inform,id like to find a restaurant in the north part of town that serves german food
inform,any
request,address
inform,expensive
bye,good bye
inform,malyasian
inform,im looking for a moderately priced restaurant that serves greek foo
request,and whats the price range
inform,in the east part of town
reqalts,anything else
inform,moderately priced
inform,i want a cheap restaurant in the south
request,can i have the phone nu
thankyou,thank you good bye
inform,doesnt matter
inform,any area
null,unintelligible
inform,it doesnt matter
inform,im looking for an expensive restaurant
request,phone number
inform,moderately priced
inform,cheap
null,sil
inform,any part
inform,korean food
inform,im looking for an expensive restaurant in the east part of town
null,unintelligible
request,and the phone number
inform,west
inform,food
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
inform,north part of town
inform,expensive italian
inform,international food
thankyou,thank you good bye
request,i would like the address and phone number
request,what is the phone number
inform,gastropub
inform,i want a russian restaurant
inform,east part of town serving swedish food
request,what is the phone number
inform,south
thankyou,thank you good bye
request,what type of food do they serve
reqalts,how about portuguese
request,what is the address
bye,good bye
request,address
request,may i have the address
request,can i have their phone number
request,and whats their phone number
inform,expensive
confirm,does it serve kitalian food
inform,im looking for french food
negate,no
reqalts,is there anything else
thankyou,thank you good bye
inform,looking for an expensive restaurant
request,what type of venue
thankyou,thank you good bye
null,sil
null,unintelligible
request,whats the post code
request,may i have the address please
request,address
reqalts,is there anything else
request,whats the address
request,whats the address
negate,no vietnamese food
affirm,yes
inform,im sorry im looking for a moderate priced restaurant
inform,moderate
request,address and phone number
request,type of food does it serve
thankyou,thank you good bye
request,and their address
inform,christmas
affirm,yes
inform,im looking for international food
inform,um cheap
request,what area
request,and the phone number
inform,serves lebanese
null,unintelligible
request,whats the phone number
inform,indian food
inform,hungarian
request,what is the phone number
inform,west
thankyou,noise thank you goodbye
inform,i dont care
request,could i have the address please
request,can i have the address
thankyou,thank you good bye
reqalts,how about portuguese food
inform,im looking for a cheap creative food restaurant
thankyou,thank you goodbye
inform,traditional
thankyou,thank you good bye
inform,moderate price range
inform,im looking for russian food in the center of town
affirm,yes
affirm,ah yes can i get ah expensive restaurant in the south part of town
inform,i dont care
inform,north part of town
inform,hungarian food
inform,cheap restaurant
inform,breath im looking for a moderately priced restaurant in the east p
inform,it doesnt matter
reqalts,how about asian food
null,noise
thankyou,thank you good bye
inform,moderate
request,whats the address
inform,italian food
inform,indian food
request,post code
request,what is the post code
reqalts,what about british food
inform,international
affirm,right
affirm,yes mexican food
affirm,yes
null,sorry
request,and the phone number
request,what is the address
inform,thai
inform,im looking for world food
inform,part of town and it serves mediterranean food
thankyou,thank you good bye
request,what type of food
inform,cheap
request,address
inform,east
reqalts,how about portuguese
inform,any part
inform,indian
request,okay let me have that address
null,sil
affirm,right
inform,im looking for a restaurant in any area
request,address
inform,it doesnt matter
inform,american
thankyou,thank you good bye
null,sil
inform,asian oriental
request,address
request,can you give me the phone number
null,uh what is the
request,can i get the phone number
null,noise
request,what is the address
affirm,yes
null,viet
inform,im looking for a cheap restaurant and it should serve polish food
request,can i have the phone number
request,what is the address
request,and whats the phone number
inform,the south part
request,phone number
inform,gastropub
request,what is the price range
request,phone number
affirm,right
inform,food
negate,no caribbean
thankyou,thank you good bye
inform,i do not care
inform,im looking for an expensive restaurant in the east part of town
confirm,does it serve m african food
confirm,is that in the center
inform,im looking for an expensive restaurant in the east part of town
inform,expensive
inform,chinese
thankyou,thank you goodbye
inform,moroccan
negate,no catalan
request,whats the type of food they serve
inform,any
request,address
inform,it doesnt matter
inform,christmas food
request,the address please
inform,id like a restaurant in the west part of town that serves danish
thankyou,thank you good bye
thankyou,thank you good bye
inform,i dont care
null,unintelligible
confirm,is it cheap
thankyou,uh thank you good bye
inform,im looking for a moderately priced resturant in the east part of town
thankyou,thank you good bye
affirm,yes
inform,i do not care
inform,thai food
inform,the south part of town
inform,asian
request,what is their phone number
request,what is the address
inform,im looking for a cheap restaurant in the west part of
reqalts,how about spanish food
affirm,right
request,address
inform,gastropub
inform,dont care
request,what is the phone number
reqalts,how about chinese food
inform,thai food
thankyou,thank you good bye
null,unintelligible
inform,can i find a moderately priced restaurant
request,phone number
inform,find gastropub restaurant
inform,french
thankyou,thank you good bye
request,i need a phone number
reqalts,how about vietnamese
affirm,yes
inform,expensive
null,unintelligible
inform,i want a moderate priced restaurant in the north part of town
thankyou,thank you good bye
request,post code
request,phone number
inform,mediterranean
inform,east part of town
request,whats the address
request,what is the phone number
request,what is the phone number
inform,korean food expensive
inform,polish food
reqalts,how about the west of town
thankyou,thank you good bye
request,address
request,phone number
request,the address
request,whats the phone number
request,what is the address
thankyou,thank you good bye
inform,im looking for a restaurant in the east part of town that serves world food
request,whats the phone number
inform,turkish food
request,can i have the address
inform,traditional
thankyou,thank you good bye
inform,im looking for a restaurant in the north part of town serving lebanese food
thankyou,thank you good bye
request,can i have the phone number
inform,moderately priced
reqalts,okay how about a venue with italian food
inform,restaurant in the west part of town serving moroccan food
thankyou,thank you
thankyou,thank you good bye
inform,in the south
thankyou,thank you good bye
bye,good bye
request,phone number
null,nothing
inform,catalan
request,phone number
thankyou,thank you
inform,south
inform,north
inform,im looking for a restaurant in any area that serves belgian food
inform,asian oriental
request,whats the phone number
thankyou,thank you good bye
inform,any
inform,tuscan food
negate,no
inform,any type of food
request,phone number
inform,european
null,um
inform,dont care
thankyou,thank you good bye
inform,vietnamese
inform,east
request,whats the address and post code
inform,moderately priced
inform,i dont care
request,phone number
thankyou,thank you goodbye
thankyou,thank you good bye
inform,chinese food
request,what is the phone number
inform,catalan
request,address
inform,im looking for spanish food
reqalts,uh okay how about indian food in the east part of town
request,can i have the address
inform,i would like to find an expensive restaurant in the south part
inform,im looking for a restaurant in the moderate price range
inform,i want to find a restaurant in the west part of town and it should
inform,something catalan food
null,sil
request,phone number
inform,west
inform,the west part of town i want
bye,good bye
inform,in the north part
null,noise
null,do they serve
inform,west
inform,any price range
inform,dont care
null,um
thankyou,thank you good bye
thankyou,thank you good bye
request,whats the post code
inform,place that serves portuguese food
inform,im looking for a restaurant in the center part of town
inform,kosher
request,okay how about the address
inform,any area
inform,im looking for a restaurant serving unintelligible
inform,cheap
request,the phone number please
thankyou,thank you good bye
request,what is the address
request,what is the post code
request,what is the address
request,may i have its address
thankyou,thank you good bye
request,and the phone number
inform,any type of food
request,what is the price range
inform,any range
request,and the phone number
inform,im looking for an expensive restaurant that serves
thankyou,okay thank you good bye
inform,canape
request,what is the price range
thankyou,thank you good bye
request,whats the phone number
reqalts,what about thai
inform,im looking for a expensive restaurant serving mediterranean food
inform,expensive food in the south of town
affirm,yes
affirm,yes
request,can i get the address
request,how about the phone number
inform,cough im looking for expensive danish food
request,post code
null,okay
inform,what about mediterranean food
request,what kind of food do they serve
inform,i want to find a moderately priced restaurant that serves cuban food
inform,asian oriental
thankyou,thank you good bye
request,phone number
request,and what type of food do they serve
request,what is the phone number
request,address
inform,vietnamese
request,whats the phone number
inform,im looking for a cheap chinese restaurant
reqalts,how about international food in any price range
affirm,yes
inform,im looking for a restaurant in the north part of town
thankyou,thank you good bye
inform,uh cheap moderate
inform,east part
inform,the west part of town
inform,dont care
reqalts,how about asian oriental food
request,phone number
reqalts,is there anything else
request,address
inform,north
inform,north
inform,international food
thankyou,thank you good bye
affirm,yes
inform,im looking for a cheap
reqalts,another
inform,im looking for a restaurant on the east part of town
inform,i dont care
inform,im looking for a cheap restaurant in the west part of town
thankyou,okay thank you good bye
inform,moderate
reqalts,is there anything else
inform,cantonese food
null,system
inform,im looking for african food
inform,im looking for an expensive restaurant with venetian food
null,unintelligible
inform,chinese food
inform,spanish
reqalts,is there anything else
reqalts,how about italian food
request,part of town
affirm,yes
thankyou,thank you good bye
bye,good bye
request,address
request,may i have the phone number talking
inform,any
inform,mediterranean
inform,uh looking for a restaurant in the west part of town that serves canapes food
inform,moderately priced restaurant
inform,west
inform,dont care
inform,moderate
request,could i have the address and phone number of the venue
inform,south part of town
inform,west
reqalts,how about korean food
request,phone number
inform,dont care
inform,im looking for a restaurant
request,what is the address
thankyou,thank you good bye
inform,south
request,phone number
inform,im looking for a moderately priced restaurant in the
request,and whats the price range
inform,any
request,post code
thankyou,thank you goodbye
bye,bye
inform,cheap restaurant uh italian food
thankyou,thank you good bye
thankyou,thank you
inform,dont care
request,address
negate,no
inform,north
reqalts,what about asian oriental food
inform,restaurant
inform,spanish
inform,indonesian food
inform,dont care moderate
request,can i have the phone number
reqalts,anything else
thankyou,thank you good bye
inform,moderate
inform,moderately priced
request,the price range
reqalts,what about portuguese
request,whats the address
thankyou,thank you good bye
inform,im looking for a restaurant in the south part of town that serves greek food
affirm,yes
inform,moderately priced
negate,no gastropub
reqalts,how about indian food
inform,i dont care
affirm,yes
request,whats the address
inform,i dont care
inform,id like a cantonese resturant in the south part of town
reqalts,anything else
thankyou,thank you good bye
